CHANGE,CODE,CONFIG,Digits,FILE,HELP,HTMLVER,"HTML_FILE",Image,ImageName,NEXTPAGE,Page,QALIAS,QNikto,Qname,"_raw","_time",action,app,az,basehref,branch,bytes,c,calbirthdays,"cart_id",cartid,cartname,category,classification,clientip,comma,command,cookie,cvsroot,date,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",day,desc,"dest_ip","dest_port",dn,etype,eventtype,file,filename,folder,foot,forum,"generator_id",head,host,hours,ident,index,key,linecount,method,module,name,next,other,pa,page,param1,passurl,person,priority,proto,protocol,punct,query,referer,"referer_domain","req_time",root,sd,setup,severity,signature,"signature_rev",sortby,source,sourcetype,"splunk_server","splunk_server_group","src_ip","src_port",status,tag,"tag::eventtype",template,timeendpos,timestartpos,uri,"uri_domain","uri_path","uri_query",user,useragent,version,view,who
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/photo/manage.cgi HTTP/1.1"" 404 321 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001107)""","2014-05-08T15:21:26.000-0700",,,,,,321,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"manage.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//._/.""___""-""_""/._(/..)_(:)_",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/photo/manage.cgi",,"/cgi-bin/photo/manage.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001107)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/rwwwshell.pl HTTP/1.1"" 404 317 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001106)""","2014-05-08T15:21:26.000-0700",,,,,,317,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"rwwwshell.pl",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/rwwwshell.pl",,"/cgi-bin/rwwwshell.pl",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001106)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/unlg1.2 HTTP/1.1"" 404 312 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001105)""","2014-05-08T15:21:26.000-0700",,,,,,312,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"unlg1.2",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/unlg1.2",,"/cgi-bin/unlg1.2",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001105)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/unlg1.1 HTTP/1.1"" 404 312 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001104)""","2014-05-08T15:21:26.000-0700",,,,,,312,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"unlg1.1",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/unlg1.1",,"/cgi-bin/unlg1.1",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001104)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/troops.cgi HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001103)""","2014-05-08T15:21:26.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"troops.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/troops.cgi",,"/cgi-bin/troops.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001103)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/netpad.cgi HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001102)""","2014-05-08T15:21:26.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"netpad.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/netpad.cgi",,"/cgi-bin/netpad.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001102)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/robadmin.cgi HTTP/1.1"" 404 317 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001100)""","2014-05-08T15:21:26.000-0700",,,,,,317,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"robadmin.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/robadmin.cgi",,"/cgi-bin/robadmin.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001100)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/nimages.php HTTP/1.1"" 404 316 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001099)""","2014-05-08T15:21:26.000-0700",,,,,,316,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"nimages.php",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/nimages.php",,"/cgi-bin/nimages.php",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001099)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/mt/ HTTP/1.1"" 404 308 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001098)""","2014-05-08T15:21:26.000-0700",,,,,,308,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,,,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//_/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/mt/",,"/cgi-bin/mt/",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001098)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/mt-static/ HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001097)""","2014-05-08T15:21:26.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,,,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/-/_/.""___""-""_""/._(/..)_(:)_",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/mt-static/",,"/cgi-bin/mt-static/",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001097)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/mini_logger.cgi HTTP/1.1"" 404 320 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001096)""","2014-05-08T15:21:26.000-0700",,,,,,320,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"mini_logger.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/mini_logger.cgi",,"/cgi-bin/mini_logger.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001096)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/log/nether-log.pl?checkit HTTP/1.1"" 404 322 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001095)""","2014-05-08T15:21:26.000-0700",,,,,,322,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"nether-log.pl",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//-.?_/.""___""-""_""/._(/..)_(:",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/log/nether-log.pl?checkit",,"/cgi-bin/log/nether-log.pl",checkit,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001095)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:26 -0700] ""GET /cgi-bin/cgi-lib.pl HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001094)""","2014-05-08T15:21:26.000-0700",,,,,,315,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,26,thursday,2014,"-420",,,,,,,,"cgi-lib.pl",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/-._/.""___""-""_""/._(/..)_(:)_",,"-",,"08/May/2014:15:21:26 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cgi-lib.pl",,"/cgi-bin/cgi-lib.pl",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001094)","HTTP/1.1",,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/photo","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/rwwwshell.pl","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/unlg1.2","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/unlg1.1","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/troops.cgi","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/netpad.cgi","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/robadmin.cgi","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script '/var/www/cgi-bin/nimages.php' not found or unable to stat","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]__'///-/.'______",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/mt","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/mt-static","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/-",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/mini_logger.cgi","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/log","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"[Thu May 08 15:21:26 2014] [error] [client 24.84.224.154] script not found or unable to stat: /var/www/cgi-bin/cgi-lib.pl","2014-05-08T15:21:26.000-0700",,,,,,,,,,,,,,,,,,,,15,8,21,may,26,thursday,2014,local,,,,,,,,,,,,,,,Network1HP,,,main,,1,,,,,,,,,,,,,,"[___::_]_[]_[_...]_______:_///-/-.",,,,,,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/error_log.2","apache_error",RazLT,,,,,,,,26,0,,,,,,,,,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/c32web.exe/ChangeAdminPassword HTTP/1.1"" 404 335 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001092)""","2014-05-08T15:21:25.000-0700",,,,,,335,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,ChangeAdminPassword,,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/./_/.""___""-""_""/._(/..)_(:)_",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/c32web.exe/ChangeAdminPassword",,"/cgi-bin/c32web.exe/ChangeAdminPassword",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001092)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/webdriver HTTP/1.1"" 404 314 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001090)""","2014-05-08T15:21:25.000-0700",,,,,,314,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,webdriver,,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/_/.""___""-""_""/._(/..)_(:)_(:",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/webdriver",,"/cgi-bin/webdriver",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001090)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /interscan/cgi-bin/FtpSave.dll?I'm%20Here HTTP/1.1"" 404 326 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001088)""","2014-05-08T15:21:25.000-0700",,,,,,326,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,"FtpSave.dll",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_//-/.?'%_/.""___""-""_""/._(/..)_(",,"-",,"08/May/2014:15:21:25 -0700",interscan,,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/interscan/cgi-bin/FtpSave.dll?I'm%20Here",,"/interscan/cgi-bin/FtpSave.dll","I'm%20Here","-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001088)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/.cobalt/siteUserMod/siteUserMod.cgi HTTP/1.1"" 404 340 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001087)""","2014-05-08T15:21:25.000-0700",,,,,,340,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,"siteUserMod.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/.//._/.""___""-""_""/._(/..)_(:",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/.cobalt/siteUserMod/siteUserMod.cgi",,"/cgi-bin/.cobalt/siteUserMod/siteUserMod.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001087)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/webif.cgi HTTP/1.1"" 404 314 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001081)""","2014-05-08T15:21:25.000-0700",,,,,,314,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,"webif.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/webif.cgi",,"/cgi-bin/webif.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001081)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/sws/admin.html HTTP/1.1"" 404 319 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001080)""","2014-05-08T15:21:25.000-0700",,,,,,319,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,"admin.html",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-//._/.""___""-""_""/._(/..)_(:)_",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/sws/admin.html",,"/cgi-bin/sws/admin.html",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001080)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/ppdscgi.exe HTTP/1.1"" 404 316 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001079)""","2014-05-08T15:21:25.000-0700",,,,,,316,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,"ppdscgi.exe",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/ppdscgi.exe",,"/cgi-bin/ppdscgi.exe",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001079)","HTTP/1.1",,
,,,,,,,,,,,,,,,"24.84.224.154 - - [08/May/2014:15:21:25 -0700] ""GET /cgi-bin/cachemgr.cgi HTTP/1.1"" 404 317 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001078)""","2014-05-08T15:21:25.000-0700",,,,,,317,,,,,,,,"24.84.224.154",,,,,,15,8,21,may,25,thursday,2014,"-420",,,,,,,,"cachemgr.cgi",,,,,,,Network1HP,,"-",main,,1,GET,,,,,,,,,,,,,"..._-_-_[//:::_-]_""_/-/._/.""___""-""_""/._(/..)_(:)_(",,"-",,"08/May/2014:15:21:25 -0700","cgi-bin",,,,,,,"/home/raz/Github/2015SecAnalysis/network1/httpd/access_log.2","access_combined",RazLT,,,,404,,,,45,19,"/cgi-bin/cachemgr.cgi",,"/cgi-bin/cachemgr.cgi",,"-","Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:001078)","HTTP/1.1",,
